SKU,Old_Photo_Name,New_Photo_Name,Category,Name,Description,Metal,Size,Price,MSRP,Cost,Notes,Status,Pricing_Visual_Description,Est_Retail_Price,Pricing_Strategy_Notes
26-BRAC-024,jewelry_photo_274.jpg,26-BRAC-024.jpg,Bracelet,Bracelet - 26-BRAC-024,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Long Tiny Black Bead Strand,$22.00 – $32.00,Versatile layering piece.
26-BRAC-025,jewelry_photo_278.jpg,26-BRAC-025.jpg,Bracelet,Bracelet - 26-BRAC-025,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Classic White Pearl Strand,$24.00 – $36.00,Wardrobe essential. Always saleable.
26-BRAC-026,jewelry_photo_301.jpg,26-BRAC-026.jpg,Bracelet,Bracelet - 26-BRAC-026,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Silver Chain w/ Teardrop Pendant,$20.00 – $30.00,"Safe, conservative gift choice."
26-BRAC-027,jewelry_photo_304.jpg,26-BRAC-027.jpg,Bracelet,Bracelet - 26-BRAC-027,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Silver Coin/Disc Boho Bib,$28.00 – $45.00,"Festival/Boho style. ""Jingly"" movement adds appeal."
26-BRAC-028,jewelry_photo_307.jpg,26-BRAC-028.jpg,Bracelet,Bracelet - 26-BRAC-028,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Thick Gold Rope Chain,$22.00 – $34.00,Unisex appeal. Classic 80s/90s revival.
26-BRAC-029,jewelry_photo_314.jpg,26-BRAC-029.jpg,Bracelet,Bracelet - 26-BRAC-029,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Blue Faceted Crystal Strand,$24.00 – $36.00,Sparkle adds value. Good evening wear piece.
26-BRAC-030,jewelry_photo_336.jpg,26-BRAC-030.jpg,Bracelet,Bracelet - 26-BRAC-030,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Gold Fringe/Cleopatra Bib,$32.00 – $48.00,Statement Piece. High visual impact.
26-BRAC-031,jewelry_photo_344.jpg,26-BRAC-031.jpg,Bracelet,Bracelet - 26-BRAC-031,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Gold Y-Necklace w/ Crystals,$24.00 – $38.00,Elegant evening wear.
26-BRAC-032,jewelry_photo_346.jpg,26-BRAC-032.jpg,Bracelet,Bracelet - 26-BRAC-032,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Multi-Strand White Bead Bib,$28.00 – $42.00,Chunky/Substantial look. Summer/Resort vibe.
26-BRAC-033,jewelry_photo_362.jpg,26-BRAC-033.jpg,Bracelet,Bracelet - 26-BRAC-033,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Long Orange/Amber Bead Strand,$22.00 – $34.00,Great seasonal item (Fall).
26-BRAC-034,jewelry_photo_385.jpg,26-BRAC-034.jpg,Bracelet,Bracelet - 26-BRAC-034,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Gold Lariat w/ Tassel Ends,$28.00 – $45.00,Sophisticated style. Tassels are a premium detail.
26-BRAC-035,jewelry_photo_398.jpg,26-BRAC-035.jpg,Bracelet,Bracelet - 26-BRAC-035,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Delicate Chain w/ Pink Beads,$18.00 – $26.00,Dainty/Sweet style.
26-BRAC-036,jewelry_photo_399.jpg,26-BRAC-036.jpg,Bracelet,Bracelet - 26-BRAC-036,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Silver Chain w/ Star Charms,$20.00 – $30.00,Celestial theme is perennially popular.
26-BRAC-037,jewelry_photo_410.jpg,26-BRAC-037.jpg,Bracelet,Bracelet - 26-BRAC-037,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Chunky Green Faceted Beads,$24.00 – $38.00,Bold color. Good for holiday or St. Patrick's promos.
26-BRAC-038,jewelry_photo_419.jpg,26-BRAC-038.jpg,Bracelet,Bracelet - 26-BRAC-038,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Layered Gold Link Chain,$22.00 – $34.00,"""Paperclip"" link style is currently very trendy."
26-BRAC-039,jewelry_photo_421.jpg,26-BRAC-039.jpg,Bracelet,Bracelet - 26-BRAC-039,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Grey/Blue Stone Bead Necklace,$24.00 – $32.00,Natural stone look (like Labradorite or Agate).
26-BRAC-040,jewelry_photo_424.jpg,26-BRAC-040.jpg,Bracelet,Bracelet - 26-BRAC-040,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Multi-Strand Silver Chain,$22.00 – $32.00,delicate layered look. Everyday staple.
26-BRAC-041,jewelry_photo_427.jpg,26-BRAC-041.jpg,Bracelet,Bracelet - 26-BRAC-041,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Multi-Strand Dark Green/Black Beads,$28.00 – $38.00,"""Earth Tone"" cluster. Good for fall/winter."
26-BRAC-042,jewelry_photo_447.jpg,26-BRAC-042.jpg,Bracelet,Bracelet - 26-BRAC-042,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Blue Faceted Bead Necklace,$24.00 – $36.00,Bright teal/aquamarine color stands out.
26-BRAC-043,jewelry_photo_477.jpg,26-BRAC-043.jpg,Bracelet,Bracelet - 26-BRAC-043,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Simple Black Beaded Chain,$18.00 – $26.00,Basic layering piece.
26-BRAC-044,jewelry_photo_478.jpg,26-BRAC-044.jpg,Bracelet,Bracelet - 26-BRAC-044,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Single Black/Gold Bead Pendant,$18.00 – $28.00,Minimalist. Good price point item.
26-BRAC-045,jewelry_photo_479.jpg,26-BRAC-045.jpg,Bracelet,Bracelet - 26-BRAC-045,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Chunky Amber/Yellow Cluster,$32.00 – $48.00,"Statement Piece. ""Harvest"" style, looks heavy/substantial."
26-BRAC-046,jewelry_photo_481.jpg,26-BRAC-046.jpg,Bracelet,Bracelet - 26-BRAC-046,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Layered Necklace w/ Peach Stones,$22.00 – $32.00,Soft pastel colors; feminine and light.
26-BRAC-047,jewelry_photo_507.jpg,26-BRAC-047.jpg,Bracelet,Bracelet - 26-BRAC-047,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Delicate Gold Minimalist Chain,$15.00 – $22.00,"""Barely there"" jewelry trend. High volume seller."
26-BRAC-048,jewelry_photo_513.jpg,26-BRAC-048.jpg,Bracelet,Bracelet - 26-BRAC-048,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Silver Floral Crystal Necklace,$28.00 – $42.00,Bridal or Prom accessory. Sparkle adds value.
26-BRAC-049,jewelry_photo_533.jpg,26-BRAC-049.jpg,Bracelet,Bracelet - 26-BRAC-049,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Long Gold Chain w/ Coin Stations,$24.00 – $36.00,"""Boho Chic."" Coins are a classic motif."
26-BRAC-050,jewelry_photo_534.jpg,26-BRAC-050.jpg,Bracelet,Bracelet - 26-BRAC-050,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,(Looks like Earrings) Green Drop,$18.00 – $28.00,"If earrings, price lower than necklaces."
26-BRAC-051,jewelry_photo_553.jpg,26-BRAC-051.jpg,Bracelet,Bracelet - 26-BRAC-051,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Large Pearl Pendant on Thick Chain,$28.00 – $45.00,Baroque pearl style is very trendy and looks expensive.
26-BRAC-052,jewelry_photo_562.jpg,26-BRAC-052.jpg,Bracelet,Bracelet - 26-BRAC-052,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Crystal Rhinestone Collar,$35.00 – $55.00,"Evening wear. High ""bling"" factor justifies price."
26-BRAC-053,jewelry_photo_563.jpg,26-BRAC-053.jpg,Bracelet,Bracelet - 26-BRAC-053,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Crystal Cluster (Pendant or Brooch?),$22.00 – $34.00,Vintage vibe. Check if it has a pin backing.
26-BRAC-054,jewelry_photo_627.jpg,26-BRAC-054.jpg,Bracelet,Bracelet - 26-BRAC-054,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Long Y-Necklace w/ Brown Drop,$22.00 – $32.00,Neutral tones; easy to wear with work outfits.
26-BRAC-055,jewelry_photo_633.jpg,26-BRAC-055.jpg,Bracelet,Bracelet - 26-BRAC-055,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Chunky Red Bead Necklace,$24.00 – $36.00,"Bold ""Power Red."" Classic for mature demographics."
26-BRAC-056,jewelry_photo_639.jpg,26-BRAC-056.jpg,Bracelet,Bracelet - 26-BRAC-056,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,(Looks like Ring) Gold Structure,$18.00 – $28.00,Statement ring. Looks like gold-tone alloy.
26-BRAC-057,jewelry_photo_642.jpg,26-BRAC-057.jpg,Bracelet,Bracelet - 26-BRAC-057,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,(Looks like Earrings) Large Hoops,$15.00 – $22.00,Classic gold hoops. Essential inventory.
26-BRAC-058,jewelry_photo_652.jpg,26-BRAC-058.jpg,Bracelet,Bracelet - 26-BRAC-058,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Silver Chain w/ Blue Heart/Knot,$20.00 – $30.00,"""Celtic Knot"" or Heart style. sentimental gift item."
26-BRAC-059,jewelry_photo_658.jpg,26-BRAC-059.jpg,Bracelet,Bracelet - 26-BRAC-059,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Silver Layered Chain (V-Shape),$22.00 – $32.00,Pre-layered for instant style.
26-BRAC-060,jewelry_photo_662.jpg,26-BRAC-060.jpg,Bracelet,Bracelet - 26-BRAC-060,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Cream & Gold Crescent Pendant,$18.00 – $28.00,Mod/Retro style. Simple and clean.
26-BRAC-061,jewelry_photo_667.jpg,26-BRAC-061.jpg,Bracelet,Bracelet - 26-BRAC-061,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Long Gold Chain w/ Black Beads,$22.00 – $32.00,"""Opera length."" Classic color combo."
26-BRAC-062,jewelry_photo_669.jpg,26-BRAC-062.jpg,Bracelet,Bracelet - 26-BRAC-062,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Thick Silver Snake/Herringbone Chain,$20.00 – $30.00,Liquid metal look. Very popular right now.
26-BRAC-063,jewelry_photo_674.jpg,26-BRAC-063.jpg,Bracelet,Bracelet - 26-BRAC-063,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Long Gold Chain w/ Blue & Clear Beads,$24.00 – $34.00,"Fresh ""Spring"" colors. Good layering piece."
26-BRAC-064,jewelry_photo_705.jpg,26-BRAC-064.jpg,Bracelet,Bracelet - 26-BRAC-064,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Double Strand Pink/Green Bead Chain,$24.00 – $36.00,Delicate multi-strand look. Feminine and sweet.
26-BRAC-065,jewelry_photo_707.jpg,26-BRAC-065.jpg,Bracelet,Bracelet - 26-BRAC-065,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Chunky Hot Pink Faceted Beads,$20.00 – $30.00,"""Barbiecore"" trend color. Fun statement piece."
26-BRAC-066,jewelry_photo_709.jpg,26-BRAC-066.jpg,Bracelet,Bracelet - 26-BRAC-066,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Silver Chain w/ Tiny Bunny/Logo,$18.00 – $26.00,"If it's a specific logo (Playboy?), price higher ($28)."
26-BRAC-067,jewelry_photo_731.jpg,26-BRAC-067.jpg,Bracelet,Bracelet - 26-BRAC-067,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Multi-Strand White & Silver Beads,$28.00 – $42.00,Elegant neutral palette. Looks expensive/dressy.
26-BRAC-068,jewelry_photo_735.jpg,26-BRAC-068.jpg,Bracelet,Bracelet - 26-BRAC-068,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,(RING) Silver Band w/ Clear Stone,$18.00 – $28.00,Item is a Ring. Solitaire style. Impulse buy price.
26-BRAC-069,jewelry_photo_740.jpg,26-BRAC-069.jpg,Bracelet,Bracelet - 26-BRAC-069,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Long Gold Chain w/ Purple Stations,$22.00 – $32.00,"""Dainty"" trend. Good for office wear."
26-BRAC-070,jewelry_photo_753.jpg,26-BRAC-070.jpg,Bracelet,Bracelet - 26-BRAC-070,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Short Metallic Grey Bead Strand,$18.00 – $28.00,Simple basic. Easy add-on item.
26-BRAC-071,jewelry_photo_758.jpg,26-BRAC-071.jpg,Bracelet,Bracelet - 26-BRAC-071,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Short White Bead/Pearl Necklace,$20.00 – $30.00,Classic choker length. Safe gift choice.
26-BRAC-072,jewelry_photo_772.jpg,26-BRAC-072.jpg,Bracelet,Bracelet - 26-BRAC-072,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Two-Tone Silver/Gold Collar,$24.00 – $36.00,"Rigid ""Omega"" style. Professional/Mature look."
26-BRAC-073,jewelry_photo_773.jpg,26-BRAC-073.jpg,Bracelet,Bracelet - 26-BRAC-073,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Silver Y-Necklace w/ Pearls,$24.00 – $38.00,Lariats are very popular for V-neck tops/dresses.
26-BRAC-074,jewelry_photo_809.jpg,26-BRAC-074.jpg,Bracelet,Bracelet - 26-BRAC-074,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Multi-Strand Peach/Coral Bib,$28.00 – $42.00,"""Resort Wear"" style. Great summer color."
26-BRAC-075,jewelry_photo_821.jpg,26-BRAC-075.jpg,Bracelet,Bracelet - 26-BRAC-075,Statement bracelet with distinctive details and beautiful craftsmanship. This piece adds instant elegance to any wrist stack.,,,,,,,Active,Red/Pink Geometric Gem Bib,$28.00 – $45.00,"Statement piece. ""Ruby"" tone looks rich."
26-BRAC-076,jewelry_photo_850.jpg,26-BRAC-076.jpg,Bracelet,Bracelet - 26-BRAC-076,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Silver Chain w/ White Cluster Drop,$20.00 – $30.00,Simple everyday pendant.
26-BRAC-077,jewelry_photo_855.jpg,26-BRAC-077.jpg,Bracelet,Bracelet - 26-BRAC-077,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Silver Chain w/ White Bead Stations,$18.00 – $28.00,Minimalist. Good for younger customers.
26-BRAC-078,jewelry_photo_862.jpg,26-BRAC-078.jpg,Bracelet,Bracelet - 26-BRAC-078,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Simple Solitaire Crystal Pendant,$18.00 – $28.00,"""Diamond Look"" on a budget. Essential inventory."
26-BRAC-079,jewelry_photo_896.jpg,26-BRAC-079.jpg,Bracelet,Bracelet - 26-BRAC-079,Stylish bracelet featuring quality construction and elegant design. The comfortable fit and versatile styling make this perfect for layering or wearing solo.,,,,,,,Active,Gold Geometric Bib w/ Black Inlay,$24.00 – $38.00,"""Art Deco"" revival. Modern and edgy."
26-BRAC-080,jewelry_photo_918.jpg,26-BRAC-080.jpg,Bracelet,Bracelet - 26-BRAC-080,Classic bracelet showcasing timeless design and quality materials. An essential accessory that works beautifully from day to night.,,,,,,,Active,Silver/White Geometric Spike Bib,$24.00 – $38.00,Similar vibe to #177 but lighter colors.
26-BRAC-081,jewelry_photo_963.jpg,26-BRAC-081.jpg,Bracelet,Bracelet - 26-BRAC-081,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Triple Strand Pearl w/ Gold Spacers,$32.00 – $48.00,"""Lady-like"" classic. High perceived value."
26-BRAC-082,jewelry_photo_983.jpg,26-BRAC-082.jpg,Bracelet,Bracelet - 26-BRAC-082,Elegant bracelet with eye-catching details and sophisticated finish. Perfect for adding refined style to any outfit.,,,,,,,Active,Gold Enamel Seahorse Pendant,$22.00 – $34.00,"Niche ""Nautical/Beach"" item. Seasonal seller."
26-EAR-001,jewelry_photo_1006.jpg,26-EAR-001.jpg,Earrings,Earrings - 26-EAR-001,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Thick Mauve Knotted Bead Rope,$24.00 – $36.00,Heavy glass beads = higher price ($36). Plastic = lower ($24).
26-EAR-002,jewelry_photo_1044.jpg,26-EAR-002.jpg,Earrings,Earrings - 26-EAR-002,Beautiful earrings featuring elegant design and quality craftsmanship. These versatile pieces add the perfect finishing touch to any look.,,,,,,,Active,Double Strand White Pearl Necklace,$28.00 – $42.00,Timeless classic. Always in demand.
26-EAR-003,jewelry_photo_1054.jpg,26-EAR-003.jpg,Earrings,Earrings - 26-EAR-003,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Long Silver Chain w/ White Discs,$22.00 – $34.00,"""Station"" necklaces are great layering basics."
26-EAR-004,jewelry_photo_149.jpg,26-EAR-004.jpg,Earrings,Earrings - 26-EAR-004,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Seed Bead Fringe/Tassel Pendant,$24.00 – $38.00,Boho/Native American style. Intricate beadwork.
26-EAR-005,jewelry_photo_150.jpg,26-EAR-005.jpg,Earrings,Earrings - 26-EAR-005,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Silver Geometric/Square Link Bib,$24.00 – $36.00,"Mod/Retro style. Good ""workwear"" statement piece."
26-EAR-006,jewelry_photo_234.jpg,26-EAR-006.jpg,Earrings,Earrings - 26-EAR-006,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Gold-Tone Coin/Disc Statement,$28.00 – $42.00,"""Cleopatra"" style collar. Looks heavy/substantial."
26-EAR-007,jewelry_photo_237.jpg,26-EAR-007.jpg,Earrings,Earrings - 26-EAR-007,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Black Multi-Strand Bead Necklace,$22.00 – $32.00,Classic evening accessory. Neutral and versatile.
26-EAR-008,jewelry_photo_329.jpg,26-EAR-008.jpg,Earrings,Earrings - 26-EAR-008,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Long White Pearl/Bead Strand,$24.00 – $36.00,Timeless classic. Can be doubled for a shorter look.
26-EAR-009,jewelry_photo_330.jpg,26-EAR-009.jpg,Earrings,Earrings - 26-EAR-009,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Brown/Wood Bead Rosary Style,$22.00 – $32.00,Boho/Natural look. Good for casual wear.
26-EAR-010,jewelry_photo_337.jpg,26-EAR-010.jpg,Earrings,Earrings - 26-EAR-010,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Chunky Gold Chain Link Necklace,$28.00 – $42.00,"""Paperclip"" or heavy link chains are very trendy."
26-EAR-011,jewelry_photo_338.jpg,26-EAR-011.jpg,Earrings,Earrings - 26-EAR-011,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,White Beads w/ Gold Spacers,$22.00 – $34.00,"Preppy/Classic style. ""Country Club"" aesthetic."
26-EAR-012,jewelry_photo_345.jpg,26-EAR-012.jpg,Earrings,Earrings - 26-EAR-012,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Long Chain w/ Pearl Stations,$22.00 – $32.00,Delicate layering piece.
26-EAR-013,jewelry_photo_360.jpg,26-EAR-013.jpg,Earrings,Earrings - 26-EAR-013,Beautiful earrings featuring elegant design and quality craftsmanship. These versatile pieces add the perfect finishing touch to any look.,,,,,,,Active,Gold Twisted Rope Chain,$20.00 – $30.00,Vintage revival. Unisex appeal.
26-EAR-014,jewelry_photo_370.jpg,26-EAR-014.jpg,Earrings,Earrings - 26-EAR-014,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Blue Multi-Strand Torsade Bib,$28.00 – $42.00,"""Twisted"" bead style. Rich color adds value."
26-EAR-015,jewelry_photo_431.jpg,26-EAR-015.jpg,Earrings,Earrings - 26-EAR-015,Stunning earrings with intricate details and sophisticated finish. These pieces add instant elegance and personality to your style.,,,,,,,Active,Silver Mesh/Woven Collar,$24.00 – $36.00,Structured fit. Modern and sleek.
26-EAR-016,jewelry_photo_441.jpg,26-EAR-016.jpg,Earrings,Earrings - 26-EAR-016,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Gold Chain w/ Disc Charms,$22.00 – $32.00,"""Shaker"" necklace. Movement makes it eye-catching."
26-EAR-017,jewelry_photo_460.jpg,26-EAR-017.jpg,Earrings,Earrings - 26-EAR-017,Beautiful earrings featuring elegant design and quality craftsmanship. These versatile pieces add the perfect finishing touch to any look.,,,,,,,Active,Silver Herringbone/Snake Chain,$18.00 – $28.00,Liquid metal look. Essential basic.
26-EAR-018,jewelry_photo_475.jpg,26-EAR-018.jpg,Earrings,Earrings - 26-EAR-018,Stunning earrings with intricate details and sophisticated finish. These pieces add instant elegance and personality to your style.,,,,,,,Active,Long Silver & Grey Bead Chain,$22.00 – $32.00,Versatile neutral. Good for layering.
26-EAR-019,jewelry_photo_498.jpg,26-EAR-019.jpg,Earrings,Earrings - 26-EAR-019,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Long Pink/Mauve Pearl Rope,$28.00 – $45.00,"""Endless"" strand (no clasp). High perceived value."
26-EAR-020,jewelry_photo_542.jpg,26-EAR-020.jpg,Earrings,Earrings - 26-EAR-020,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Green Jade-Look Bead Strand,$24.00 – $38.00,"""Faux Jade."" Lucky color symbol."
26-EAR-021,jewelry_photo_583.jpg,26-EAR-021.jpg,Earrings,Earrings - 26-EAR-021,Stunning earrings with intricate details and sophisticated finish. These pieces add instant elegance and personality to your style.,,,,,,,Active,Silver Crystal/Rhinestone Necklace,$24.00 – $36.00,Bridal/Prom style. Sparkle drives the price.
26-EAR-022,jewelry_photo_679.jpg,26-EAR-022.jpg,Earrings,Earrings - 26-EAR-022,Stunning earrings with intricate details and sophisticated finish. These pieces add instant elegance and personality to your style.,,,,,,,Active,White Shell/Boho Pendant,$22.00 – $34.00,Beachy/Vacation vibe. Unique focal point.
26-EAR-023,jewelry_photo_729.jpg,26-EAR-023.jpg,Earrings,Earrings - 26-EAR-023,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Peach/Pink Twisted Bead Choker,$24.00 – $36.00,Chunky but soft color. Great for spring.
26-EAR-024,jewelry_photo_787.jpg,26-EAR-024.jpg,Earrings,Earrings - 26-EAR-024,Stunning earrings with intricate details and sophisticated finish. These pieces add instant elegance and personality to your style.,,,,,,,Active,Long Turquoise/Coral Bead Strands,$28.00 – $42.00,"""Santa Fe"" / Southwestern style. Very specific market."
26-EAR-025,jewelry_photo_857.jpg,26-EAR-025.jpg,Earrings,Earrings - 26-EAR-025,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Simple Silver Cross Pendant,$18.00 – $28.00,Discrete religious jewelry. Consistent seller.
26-EAR-026,jewelry_photo_885.jpg,26-EAR-026.jpg,Earrings,Earrings - 26-EAR-026,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,White/Cream Graduated Beads,$20.00 – $30.00,Vintage 1950s style. Simple and elegant.
26-EAR-027,jewelry_photo_894.jpg,26-EAR-027.jpg,Earrings,Earrings - 26-EAR-027,Classic earrings showcasing timeless design and quality construction. Essential pieces that complement any wardrobe beautifully.,,,,,,,Active,Silver Ball Chain / Pearl Strand,$18.00 – $28.00,Minimalist. Good standalone or with other chains.
26-EAR-028,jewelry_photo_953.jpg,26-EAR-028.jpg,Earrings,Earrings - 26-EAR-028,Statement earrings with distinctive styling and eye-catching details. Perfect for elevating your style from casual to elegant.,,,,,,,Active,Gold Mesh Pouch/Drop Pendant,$22.00 – $34.00,Vintage style (looks like a perfume holder or amulet).
26-SET-001,jewelry_photo_002.jpg,26-SET-001.jpg,Set,Set - 26-SET-001,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Layered Gold Chain w/ Pearl Stations,$24.00 – $34.00,Delicate layering piece. Very current trend.
26-SET-002,jewelry_photo_008.jpg,26-SET-002.jpg,Set,Set - 26-SET-002,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Layered Silver Chain w/ Black Beads,$24.00 – $34.00,"Versatile ""Work to Evening"" style."
26-SET-003,jewelry_photo_028.jpg,26-SET-003.jpg,Set,Set - 26-SET-003,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Geometric Fan Bib (Orange/Peach),$28.00 – $42.00,Statement Piece. Art Deco / Egyptian revival style.
